71 81 0
79 9 40
4 84 40
31 37 40
79 9 60
79 9 80
31 37 80
31 37 100
79 9 100
71 81 120
79 9 140
79 9 160
71 81 200
57 2 220
71 81 220
71 81 240
65 37 260
71 81 260
71 81 280
34 14 280
71 81 300
71 81 320
79 9 340
71 81 340
71 81 360
71 81 380
78 38 400
57 2 420
68 2 480
68 2 500
71 81 520
18 59 520
68 2 520
68 2 540
18 59 540
43 11 540
68 2 560
43 11 580
59 3 580
71 81 580
68 2 580
71 81 600
43 11 600
68 2 600
59 3 600
71 81 620
54 84 620
43 11 620
66 23 620
68 2 620
66 23 640
43 11 640
54 84 640
71 81 640
71 81 660
66 23 660
66 23 680
43 11 680
71 81 680
18 59 680
18 59 700
66 23 700
71 81 700
18 59 720
71 81 720
68 2 720
66 23 740
18 59 740
71 81 740
68 2 740
18 59 760
66 23 760
71 81 760
18 59 780
71 81 780
66 23 780
57 2 780
18 59 800
66 23 800
71 81 800
27 36 800
49 45 800
8 51 800
27 36 820
8 51 820
66 23 820
27 30 820
49 45 820
71 81 820
18 59 820
36 30 820
71 81 840
12 70 840
8 51 840
27 36 840
49 45 840
66 23 840
18 59 840
27 30 840
49 45 860
66 23 860
27 30 860
71 81 860
50 30 860
18 59 860
8 51 860
8 51 880
27 30 880
50 30 880
49 45 880
18 59 880
71 81 900
50 30 900
18 59 900
8 51 900
66 23 900
27 30 900
49 45 900
50 30 920
18 59 920
49 45 920
71 81 920
27 30 920
8 51 920
18 59 940
34 14 940
49 45 940
27 30 940
8 51 940
8 51 960
34 14 960
49 45 960
71 81 960
18 59 960
27 30 960
24 84 960
4 84 980
27 30 980
71 81 980
8 51 980
18 59 980
24 84 980
66 23 980
49 45 980
18 59 1000
4 84 1000
49 45 1000
8 51 1000
66 23 1000
71 81 1000
27 30 1000
81 82 1000
40 60 1020
8 51 1020
66 23 1020
18 59 1020
49 45 1020
4 84 1020
18 59 1040
66 23 1040
27 30 1040
4 84 1040
49 45 1040
8 51 1040
18 59 1060
8 51 1060
66 23 1060
40 60 1060
4 84 1060
49 45 1060
49 45 1080
8 51 1080
18 59 1080
66 23 1080
34 14 1100
66 23 1100
8 51 1100
49 45 1100
8 51 1120
49 45 1120
18 59 1120
66 23 1120
81 52 1120
4 84 1120
79 9 1120
50 36 1140
66 23 1140
81 52 1140
49 45 1140
8 51 1140
49 45 1160
67 8 1160
8 51 1160
4 84 1160
8 51 1180
18 59 1180
66 23 1180
49 45 1180
8 51 1200
18 59 1200
66 23 1200
49 45 1200
8 51 1220
66 23 1220
18 59 1220
8 51 1240
18 59 1240
49 45 1240
66 23 1240
8 51 1260
61 76 1260
49 45 1260
18 59 1260
8 51 1280
63 54 1280
49 45 1280
8 51 1300
65 37 1300
40 60 1300
4 84 1300
49 45 1300
4 84 1320
50 36 1320
8 51 1320
40 60 1320
15 48 1340
67 8 1340
4 84 1340
8 51 1340
40 60 1340
4 84 1360
8 51 1360
15 48 1360
40 60 1360
40 60 1380
15 48 1380
8 51 1380
67 8 1380
8 51 1400
40 60 1400
78 38 1400
66 23 1400
66 23 1420
63 70 1420
40 60 1420
15 48 1420
8 51 1420
81 52 1440
40 60 1440
15 48 1440
66 23 1440
63 70 1460
40 60 1460
15 48 1460
66 23 1460
66 23 1480
15 48 1480
40 60 1480
57 2 1480
78 38 1480
40 60 1500
66 23 1500
40 60 1520
66 23 1520
57 2 1520
40 60 1540
28 36 1540
66 23 1560
40 60 1560
28 36 1560
61 76 1560
40 60 1580
49 45 1580
61 76 1580
28 36 1580
8 51 1580
40 60 1600
28 36 1600
40 60 1620
28 36 1620
28 36 1640
40 60 1640
34 14 1640
66 23 1640
8 51 1660
40 60 1660
40 60 1680
67 8 1700
8 51 1700
66 23 1720
28 36 1740
66 23 1740
28 36 1760
66 23 1760
61 76 1780
66 23 1780
28 36 1780
28 36 1800
66 23 1800
12 81 1820
81 52 1820
12 52 1820
66 23 1820
50 28 1840
66 23 1840
81 52 1840
12 81 1840
66 23 1860
66 23 1880
66 23 1900
66 23 1920
66 23 1940
78 38 1960
66 23 1960
78 38 1980
12 81 1980
28 36 1980
81 23 1980
66 23 1980
81 52 2000
66 23 2000
50 28 2000
12 81 2000
28 36 2000
78 38 2000
78 38 2020
81 52 2020
66 23 2020
12 81 2020
78 38 2040
34 14 2040
66 23 2040
81 52 2040
66 23 2060
81 52 2060
67 8 2080
12 81 2080
66 23 2080
78 38 2080
81 52 2080
28 36 2100
12 81 2100
81 52 2100
81 52 2120
65 37 2120
12 81 2120
28 36 2120
66 23 2120
28 36 2140
65 37 2140
65 37 2160
28 36 2160
29 1 2180
65 37 2180
28 36 2180
29 1 2200
28 36 2200
67 8 2200
24 84 2200
65 37 2200
13 53 2220
65 37 2220
12 23 2220
65 37 2240
12 23 2240
4 84 2240
34 14 2280
4 84 2280
78 38 2280
12 23 2280
4 84 2300
34 14 2300
78 38 2300
34 14 2320
28 36 2320
78 38 2320
67 51 2320
12 23 2340
34 14 2340
12 52 2340
28 36 2340
67 51 2340
23 52 2340
66 23 2340
34 14 2360
67 51 2360
28 36 2360
81 29 2360
43 11 2380
65 37 2380
55 62 2380
28 36 2380
43 11 2400
61 76 2400
28 36 2400
34 14 2420
66 23 2420
46 26 2420
55 62 2420
4 84 2420
43 11 2420
28 36 2440
43 11 2440
34 14 2440
55 62 2440
67 51 2440
4 84 2460
24 84 2460
67 51 2460
43 11 2460
39 18 2480
43 11 2480
12 23 2480
63 81 2480
81 52 2480
55 62 2480
43 11 2500
39 18 2500
55 62 2500
43 11 2520
39 18 2520
67 51 2520
28 36 2540
39 18 2540
34 14 2540
43 11 2540
55 62 2540
55 62 2560
67 51 2560
39 18 2560
34 14 2560
43 11 2560
28 36 2560
55 62 2580
34 14 2580
28 36 2580
43 11 2580
28 36 2600
34 14 2600
43 11 2600
50 28 2600
43 11 2620
67 51 2620
81 52 2620
43 11 2640
36 30 2640
78 38 2660
81 52 2660
43 11 2660
12 23 2660
67 51 2660
28 36 2660
43 11 2680
28 36 2680
66 23 2680
34 14 2680
78 38 2680
12 23 2680
81 52 2700
54 70 2700
43 11 2700
28 36 2700
66 23 2720
81 52 2720
43 11 2720
54 70 2720
28 36 2720
78 38 2720
4 70 2720
43 11 2740
54 70 2740
78 38 2740
4 70 2740
67 51 2740
66 23 2740
81 52 2740
66 23 2760
4 70 2760
43 11 2760
54 70 2760
43 11 2780
4 70 2780
13 53 2780
81 52 2780
54 70 2780
66 23 2780
78 38 2780
66 23 2800
78 38 2800
43 11 2800
4 70 2800
66 23 2820
78 38 2820
43 11 2820
4 70 2820
54 4 2820
14 64 2820
43 11 2840
66 23 2840
4 70 2840
28 36 2860
28 30 2860
4 70 2860
66 23 2860
43 11 2860
67 51 2860
54 70 2880
28 36 2880
43 11 2880
4 70 2880
54 70 2900
54 4 2900
66 23 2900
4 70 2900
43 11 2920
54 4 2920
4 70 2920
28 36 2940
54 70 2940
67 51 2940
4 70 2940
66 23 2960
54 70 2960
67 51 2960
27 36 2960
28 36 2960
4 70 2960
28 36 2980
66 23 2980
67 51 2980
66 23 3000
67 51 3000
43 11 3000
28 36 3000
67 51 3020
66 23 3020
27 28 3020
54 70 3040
67 51 3040
66 23 3040
43 11 3060
67 51 3060
28 36 3060
50 28 3060
54 70 3060
81 52 3060
66 23 3080
78 38 3080
81 52 3080
67 51 3080
28 36 3080
54 70 3080
55 62 3100
67 51 3100
28 36 3100
66 23 3100
66 23 3120
67 51 3120
32 31 3120
28 36 3120
67 51 3140
43 11 3140
28 36 3140
66 23 3140
28 36 3160
66 23 3160
67 51 3160
43 11 3160
16 42 3160
67 51 3180
28 36 3180
16 42 3180
55 62 3180
81 52 3180
66 23 3200
43 11 3200
86 47 3200
50 28 3200
55 62 3200
28 36 3200
81 52 3220
50 28 3220
55 62 3220
86 47 3220
50 36 3240
55 62 3240
50 28 3240
86 47 3240
28 36 3240
66 23 3260
79 47 3260
67 51 3260
86 47 3260
50 36 3260
43 11 3260
55 62 3260
79 47 3280
86 47 3280
50 36 3280
55 62 3280
43 11 3280
27 30 3280
86 79 3280
43 11 3300
16 42 3300
67 51 3300
50 36 3300
55 62 3300
54 70 3300
79 47 3300
34 14 3300
67 51 3320
79 47 3320
50 36 3320
55 62 3320
14 64 3320
54 70 3320
27 28 3320
55 62 3340
43 11 3340
66 23 3340
67 51 3340
53 58 3340
50 36 3340
55 62 3360
53 58 3360
27 50 3360
43 11 3360
50 36 3360
66 23 3360
67 51 3360
55 62 3380
53 58 3380
66 23 3380
67 51 3380
67 51 3400
66 23 3400
54 70 3400
53 58 3400
55 62 3400
55 62 3420
67 51 3420
66 23 3420
67 51 3440
16 42 3440
55 62 3440
66 23 3440
54 70 3460
66 23 3460
67 51 3460
16 42 3460
55 62 3460
15 48 3480
67 51 3480
14 64 3480
66 23 3480
54 70 3480
55 62 3480
66 23 3500
55 62 3500
54 70 3500
67 51 3500
14 64 3520
67 51 3520
55 62 3540
67 51 3540
54 70 3540
54 70 3560
15 48 3560
55 62 3560
67 51 3560
43 11 3580
55 62 3580
66 23 3580
67 51 3580
15 48 3600
55 62 3600
66 23 3600
67 51 3600
55 62 3620
46 21 3620
50 36 3620
67 51 3620
66 23 3620
15 48 3620
55 62 3640
46 21 3640
67 51 3640
66 23 3640
67 51 3660
66 23 3660
81 52 3660
15 48 3660
46 21 3660
67 51 3680
66 23 3680
16 42 3680
46 21 3680
81 52 3680
50 36 3680
27 36 3680
15 48 3680
27 36 3700
81 52 3700
55 62 3700
66 23 3700
54 70 3700
46 21 3700
43 11 3700
15 48 3700
67 51 3700
81 52 3720
67 51 3720
15 48 3720
66 23 3720
55 62 3720
46 21 3720
67 51 3740
81 52 3740
55 62 3740
46 21 3740
67 51 3760
8 51 3760
63 70 3760
81 52 3760
46 21 3780
81 52 3780
54 70 3780
63 70 3780
67 51 3780
63 54 3780
54 70 3800
50 36 3800
66 23 3800
78 38 3800
67 51 3800
63 54 3800
81 52 3800
55 62 3800
46 21 3800
46 21 3820
14 64 3820
54 70 3820
67 51 3820
50 36 3820
81 52 3820
63 70 3820
66 23 3840
28 36 3840
78 38 3840
14 64 3840
27 36 3840
27 28 3840
81 52 3840
67 51 3840
67 8 3840
50 36 3840
27 36 3860
14 64 3860
28 36 3860
67 51 3860
78 38 3860
66 23 3860
27 28 3860
32 31 3860
46 21 3860
67 51 3880
27 36 3880
66 23 3880
32 31 3880
67 51 3900
27 36 3900
66 23 3900
46 26 3900
66 23 3920
27 36 3920
67 51 3920
46 26 3920
50 36 3940
66 23 3940
67 51 3940
14 64 3940
34 14 3940
34 14 3960
67 51 3960
50 36 3960
66 23 3960
66 23 3980
67 51 3980
50 36 3980
81 52 4000
41 14 4000
66 23 4000
50 36 4000
67 51 4000
41 64 4020
67 51 4020
66 23 4020
81 52 4020
50 36 4020
8 51 4020
81 52 4040
67 51 4040
41 14 4040
50 36 4040
66 23 4040
81 52 4060
67 51 4060
66 23 4060
67 51 4080
66 23 4080
66 23 4100
81 52 4100
27 36 4100
66 23 4120
34 14 4120
81 52 4120
50 36 4140
66 23 4140
34 14 4140
86 79 4160
50 36 4160
66 23 4160
66 23 4180
18 59 4180
46 26 4200
66 23 4200
18 59 4200
18 59 4220
26 21 4220
54 70 4240
69 47 4260
19 75 4260
67 51 4260
18 59 4280
46 26 4280
54 70 4280
69 47 4300
41 14 4300
86 69 4320
26 21 4320
44 41 4320
66 23 4320
81 52 4320
8 51 4340
41 64 4340
86 69 4340
66 23 4340
18 59 4340
67 8 4360
66 23 4360
81 52 4360
26 21 4360
18 59 4360
8 51 4360
86 69 4360
27 50 4380
66 23 4380
27 36 4380
67 51 4380
67 8 4380
81 52 4380
1 33 4380
8 51 4380
18 59 4380
66 23 4400
46 26 4400
81 52 4400
1 33 4400
27 50 4400
40 60 4400
18 59 4400
66 23 4420
46 26 4420
40 60 4420
27 50 4420
4 84 4420
18 59 4420
1 33 4420
27 50 4440
40 60 4440
66 23 4440
41 14 4440
34 41 4440
66 23 4460
1 33 4460
4 84 4460
50 36 4460
46 26 4460
34 14 4460
40 60 4460
27 50 4460
40 60 4480
4 84 4480
50 36 4480
27 50 4480
40 60 4500
1 33 4500
34 14 4500
46 26 4500
66 23 4500
57 68 4500
1 33 4520
34 14 4520
40 60 4520
46 26 4520
66 23 4520
1 33 4540
46 26 4540
68 2 4540
50 36 4540
40 60 4540
18 59 4540
81 52 4540
66 23 4540
50 36 4560
41 64 4560
40 60 4560
81 52 4560
1 33 4560
46 26 4560
40 60 4580
66 23 4580
44 41 4580
